,Player,Team,GP,TOI,Shots Against,Saves,Goals Against,SV%,GAA,GSAA,xG Against,HD Shots Against,HD Saves,HD Goals Against,HDSV%,HDGAA,HDGSAA,MD Shots Against,MD Saves,MD Goals Against,MDSV%,MDGAA,MDGSAA,LD Shots Against,LD Saves,LD Goals Against,LDSV%,LDGAA,LDGSAA,Rush Attempts Against,Rebound Attempts Against,Avg. Shot Distance,Avg. Goal Distance
56,Ondrej Pavelec,ATL,58,3225.2166666667,1704,1557,147,0.914,2.73,1.46,151.11,457,371,86,0.812,1.6,-2.67,472,434,38,0.919,0.71,1.13,727,705,22,0.97,0.41,4.75,78,162,34.22,20.73
57,Jonathan Quick,L.A,61,3591.9666666667,1630,1496,134,0.918,2.24,8.01,134.29,383,320,63,0.836,1.05,6.84,412,376,36,0.913,0.6,-1.85,777,743,34,0.956,0.57,-5.41,71,133,36.1,25.24
58,Ben Bishop,STL,7,368.81666666667,168,151,17,0.899,2.77,-2.36,14.31,43,33,10,0.767,1.63,-2.16,49,47,2,0.959,0.33,2.06,75,70,5,0.933,0.81,-2.24,12,14,32.01,25.47
59,Alex Stalock,S.J,1,29.783333333333,9,9,0,1.0,0.0,0.78,1.03,2,2,0,1.0,0.0,0.36,4,4,0,1.000,0.0,0.33,3,3,0,1.0,0.0,0.11,0,1,28.67,-
60,Niklas Backstrom,MIN,51,2978.3833333333,1566,1434,132,0.916,2.66,4.43,123.61,384,310,74,0.807,1.49,-3.98,402,373,29,0.928,0.58,4.33,745,718,27,0.964,0.54,0.42,77,171,36.12,25.05
61,Chad Johnson,NYR,1,20.0,11,9,2,0.818,6.0,-1.04,1.13,5,4,1,0.8,3.0,-0.09,2,2,0,1.000,0.0,0.17,4,3,1,0.75,3.0,-0.85,1,2,34.36,33.00
62,Steve Mason,CBJ,54,3026.5,1541,1388,153,0.901,3.03,-18.74,128.32,393,295,98,0.751,1.94,-26.34,420,388,32,0.924,0.63,2.82,699,676,23,0.967,0.46,2.72,71,124,33.18,19.24
63,James Reimer,TOR,37,2080.15,1133,1043,90,0.921,2.6,8.71,91.86,274,235,39,0.858,1.12,10.96,293,264,29,0.901,0.84,-4.71,510,488,22,0.957,0.63,-3.23,72,80,37.28,26.26
64,Jhonas Enroth,BUF,14,769.4,377,342,35,0.907,2.73,-2.15,32.39,95,74,21,0.779,1.64,-3.68,90,82,8,0.911,0.62,-0.54,181,175,6,0.967,0.47,0.66,28,32,36.1,20.54
65,Mark Dekanich,NSH,1,49.983333333333,25,22,3,0.88,3.6,-0.82,1.83,5,2,3,0.4,3.6,-2.09,8,8,0,1.000,0.0,0.66,12,12,0,1.0,0.0,0.44,0,2,40.0,16.00
66,Jonathan Bernier,L.A,25,1378.25,652,595,57,0.913,2.48,-0.2,53.17,156,121,35,0.776,1.52,-6.55,188,176,12,0.936,0.52,3.58,293,283,10,0.966,0.44,0.78,34,48,34.51,21.60
67,Semyon Varlamov,WSH,27,1560.05,759,701,58,0.924,2.23,8.13,68.39,202,167,35,0.827,1.35,1.83,194,184,10,0.948,0.38,6.08,345,332,13,0.962,0.5,-0.3,34,79,34.86,22.07
68,Michal Neuvirth,WSH,48,2686.9333333333,1283,1173,110,0.914,2.46,1.78,109.03,334,274,60,0.82,1.34,0.9,341,310,31,0.909,0.69,-2.73,573,554,19,0.967,0.42,2.09,75,118,34.44,22.66
69,Richard Bachman,DAL,1,9.5833333333333,4,4,0,1.0,0.0,0.35,0.48,2,2,0,1.0,0.0,0.36,0,0,0,-,0.0,0.0,2,2,0,1.0,0.0,0.07,0,1,32.75,-
70,Cedrick Desjardins,T.B,2,120.31666666667,63,61,2,0.968,1.0,3.49,4.03,19,18,1,0.947,0.5,2.46,17,16,1,0.941,0.5,0.41,22,22,0,1.0,0.0,0.81,5,6,39.4,26.00
71,Jonas Hiller,ANA,49,2671.5333333333,1493,1379,114,0.924,2.56,16.07,138.92,427,363,64,0.85,1.44,13.86,418,388,30,0.928,0.67,4.65,607,587,20,0.967,0.45,2.34,78,153,32.41,21.49
72,Timo Pielmeier,ANA,1,40.0,12,7,5,0.583,7.5,-3.95,1.46,7,3,4,0.429,6.0,-2.72,1,1,0,1.000,0.0,0.08,4,3,1,0.75,1.5,-0.85,3,1,24.33,15.20
73,Matt Climie,PHX,1,32.4,16,15,1,0.938,1.85,0.39,1.31,2,2,0,1.0,0.0,0.36,7,6,1,0.857,1.85,-0.42,6,6,0,1.0,0.0,0.22,2,1,32.81,23.00
74,Antti Niemi,S.J,60,3525.9,1741,1601,140,0.92,2.38,11.68,144.36,439,370,69,0.843,1.17,11.05,420,378,42,0.900,0.71,-7.18,817,788,29,0.965,0.49,1.07,116,173,35.49,23.77
75,Tom McCollum,DET,1,14.616666666667,8,5,3,0.625,12.31,-2.3,0.83,3,1,2,0.333,8.21,-1.45,1,0,1,0.000,4.1,-0.92,4,4,0,1.0,0.0,0.15,0,1,34.75,13.33
76,Jacob Markstrom,FLA,1,39.816666666667,14,12,2,0.857,3.01,-0.78,1.16,5,5,0,1.0,0.0,0.91,1,1,0,1.000,0.0,0.08,8,6,2,0.75,3.01,-1.71,0,0,34.21,40.50
77,Braden Holtby,WSH,14,735.98333333333,332,310,22,0.934,1.79,6.92,26.36,82,69,13,0.841,1.06,1.95,94,89,5,0.947,0.41,2.79,140,136,4,0.971,0.33,1.15,16,21,36.65,19.41
78,Kevin Poulin,NYI,10,491.31666666667,262,242,20,0.924,2.44,2.83,22.6,80,66,14,0.825,1.71,0.59,67,63,4,0.940,0.49,1.55,113,111,2,0.982,0.24,2.16,12,36,32.28,21.70
79,Anders Lindback,NSH,22,1131.05,576,527,49,0.915,2.6,1.18,47.25,163,133,30,0.816,1.59,-0.28,152,139,13,0.914,0.69,-0.4,243,237,6,0.975,0.32,2.94,27,40,33.46,20.80
80,Peter Mannino,ATL,2,72.783333333333,36,31,5,0.861,4.12,-1.86,3.57,12,9,3,0.75,2.47,-0.81,11,10,1,0.909,0.82,-0.09,13,12,1,0.923,0.82,-0.52,5,4,32.94,25.00
81,Nathan Lawson,NYI,10,384.31666666667,243,217,26,0.893,4.06,-4.83,23.41,87,72,15,0.828,2.34,0.86,60,51,9,0.850,1.41,-4.03,89,87,2,0.978,0.31,1.28,5,24,32.05,18.54
82,Mikko Koskinen,NYI,4,207.85,118,103,15,0.873,4.33,-4.72,9.97,29,24,5,0.828,1.44,0.29,35,28,7,0.800,2.02,-4.1,49,47,2,0.959,0.58,-0.2,4,7,35.97,37.60
83,Robin Lehner,OTT,8,340.86666666667,178,158,20,0.888,3.52,-4.49,15.55,47,35,12,0.745,2.11,-3.43,45,41,4,0.911,0.7,-0.27,83,79,4,0.952,0.7,-0.95,9,17,36.82,23.05
84,Jonas Gustavsson,TOR,23,1242.1166666667,620,552,68,0.89,3.28,-13.98,51.43,164,128,36,0.78,1.74,-6.09,168,149,19,0.887,0.92,-5.07,259,247,12,0.954,0.58,-2.47,30,34,34.66,25.04
85,Henrik Karlsson,CGY,17,837.55,391,355,36,0.908,2.58,-1.93,31.59,97,76,21,0.784,1.5,-3.31,85,76,9,0.894,0.64,-1.95,195,190,5,0.974,0.36,2.18,17,35,36.01,25.61
86,Sergei Bobrovsky,PHI,54,3017.4,1527,1397,130,0.915,2.59,3.04,139.75,431,365,66,0.847,1.31,12.59,363,330,33,0.909,0.66,-2.91,671,642,29,0.957,0.58,-4.31,81,167,34.93,24.63
